arquivo,classe,WMC,DIT,NOC,RFC,CBO,LCOM
clones/scikit-learn/scikit-learn\sklearn\ensemble\_base.py,_BaseHeterogeneousEnsemble,5,1,0,18,0,9
clones/scikit-learn/scikit-learn\sklearn\ensemble\_forest.py,BaseForest,12,1,3,62,4,51
clones/scikit-learn/scikit-learn\sklearn\ensemble\_forest.py,ForestClassifier,8,2,2,39,3,25
clones/scikit-learn/scikit-learn\sklearn\ensemble\_forest.py,ForestRegressor,6,2,2,23,4,14
clones/scikit-learn/scikit-learn\sklearn\ensemble\_forest.py,RandomForestClassifier,1,3,0,4,1,0
clones/scikit-learn/scikit-learn\sklearn\ensemble\_forest.py,RandomForestRegressor,1,3,0,4,1,0
clones/scikit-learn/scikit-learn\sklearn\ensemble\_forest.py,ExtraTreesClassifier,1,3,0,4,1,0
clones/scikit-learn/scikit-learn\sklearn\ensemble\_forest.py,ExtraTreesRegressor,1,3,0,4,1,0
clones/scikit-learn/scikit-learn\sklearn\ensemble\_forest.py,RandomTreesEmbedding,6,2,0,23,3,9
clones/scikit-learn/scikit-learn\sklearn\ensemble\_gb.py,VerboseReporter,3,1,0,11,0,3
clones/scikit-learn/scikit-learn\sklearn\ensemble\_gb.py,BaseGradientBoosting,19,1,2,94,5,66
clones/scikit-learn/scikit-learn\sklearn\ensemble\_gb.py,GradientBoostingClassifier,10,2,0,33,3,39
clones/scikit-learn/scikit-learn\sklearn\ensemble\_gb.py,GradientBoostingRegressor,6,2,0,15,4,12
clones/scikit-learn/scikit-learn\sklearn\ensemble\_iforest.py,IsolationForest,11,1,0,48,0,34
clones/scikit-learn/scikit-learn\sklearn\ensemble\_stacking.py,_BaseStacking,10,1,2,51,5,35
clones/scikit-learn/scikit-learn\sklearn\ensemble\_stacking.py,StackingClassifier,9,2,0,38,7,15
clones/scikit-learn/scikit-learn\sklearn\ensemble\_stacking.py,StackingRegressor,6,2,0,19,5,5
clones/scikit-learn/scikit-learn\sklearn\ensemble\_voting.py,_BaseVoting,8,1,2,29,1,25
clones/scikit-learn/scikit-learn\sklearn\ensemble\_voting.py,VotingClassifier,8,2,0,37,4,13
clones/scikit-learn/scikit-learn\sklearn\ensemble\_voting.py,VotingRegressor,5,2,0,17,3,7
clones/scikit-learn/scikit-learn\sklearn\ensemble\_weight_boosting.py,BaseWeightBoosting,6,1,2,34,4,9
clones/scikit-learn/scikit-learn\sklearn\ensemble\_weight_boosting.py,AdaBoostClassifier,13,2,0,55,5,33
clones/scikit-learn/scikit-learn\sklearn\ensemble\_weight_boosting.py,AdaBoostRegressor,6,2,0,33,5,9
clones/scikit-learn/scikit-learn\sklearn\ensemble\tests\test_bagging.py,DummySizeEstimator,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\ensemble\tests\test_bagging.py,DummyZeroEstimator,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\ensemble\tests\test_forest.py,MyBackend,2,1,0,5,0,0
clones/scikit-learn/scikit-learn\sklearn\ensemble\tests\test_stacking.py,NoWeightRegressor,2,1,0,5,1,1
clones/scikit-learn/scikit-learn\sklearn\ensemble\tests\test_stacking.py,NoWeightClassifier,1,1,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\ensemble\_hist_gradient_boosting\binning.py,_BinMapper,4,1,0,25,0,6
clones/scikit-learn/scikit-learn\sklearn\ensemble\_hist_gradient_boosting\gradient_boosting.py,BaseHistGradientBoosting,24,1,2,130,4,105
clones/scikit-learn/scikit-learn\sklearn\ensemble\_hist_gradient_boosting\gradient_boosting.py,HistGradientBoostingRegressor,5,2,0,16,3,9
clones/scikit-learn/scikit-learn\sklearn\ensemble\_hist_gradient_boosting\gradient_boosting.py,HistGradientBoostingClassifier,10,2,0,26,3,35
clones/scikit-learn/scikit-learn\sklearn\ensemble\_hist_gradient_boosting\grower.py,TreeNode,3,1,0,5,0,3
clones/scikit-learn/scikit-learn\sklearn\ensemble\_hist_gradient_boosting\grower.py,TreeGrower,11,1,0,53,1,27
clones/scikit-learn/scikit-learn\sklearn\ensemble\_hist_gradient_boosting\predictor.py,TreePredictor,6,1,0,13,0,14
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,ArffContainerType,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,ArffException,2,1,11,2,0,1
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadRelationFormat,0,2,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadAttributeFormat,0,2,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadDataFormat,1,2,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadAttributeType,0,2,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadAttributeName,1,2,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadNominalValue,1,2,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadNominalFormatting,1,2,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadNumericalValue,0,2,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadStringValue,0,2,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadLayout,1,2,0,4,1,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,BadObject,2,2,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,EncodedNominalConversor,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,NominalConversor,2,1,0,5,0,1
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,DenseGeneratorData,3,1,1,18,0,3
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,_DataListMixin,1,1,2,4,1,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,Data,0,2,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,COOData,2,1,0,21,0,1
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,LODGeneratorData,2,1,1,16,0,1
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,LODData,0,2,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,ArffDecoder,6,1,0,36,1,5
clones/scikit-learn/scikit-learn\sklearn\externals\_arff.py,ArffEncoder,5,1,0,21,1,0
clones/scikit-learn/scikit-learn\sklearn\externals\_packaging\version.py,InvalidVersion,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\externals\_packaging\version.py,_BaseVersion,7,1,2,9,0,21
clones/scikit-learn/scikit-learn\sklearn\externals\_packaging\version.py,LegacyVersion,14,2,0,17,0,91
clones/scikit-learn/scikit-learn\sklearn\externals\_packaging\version.py,Version,17,2,0,31,0,136
clones/scikit-learn/scikit-learn\sklearn\externals\_packaging\_structures.py,InfinityType,9,1,0,12,0,36
clones/scikit-learn/scikit-learn\sklearn\externals\_packaging\_structures.py,NegativeInfinityType,9,1,0,12,0,36
clones/scikit-learn/scikit-learn\sklearn\feature_extraction\image.py,PatchExtractor,4,1,0,14,0,6
clones/scikit-learn/scikit-learn\sklearn\feature_extraction\text.py,_VectorizerMixin,13,1,2,51,0,63
clones/scikit-learn/scikit-learn\sklearn\feature_extraction\text.py,HashingVectorizer,7,2,0,20,5,18
clones/scikit-learn/scikit-learn\sklearn\feature_extraction\text.py,CountVectorizer,10,2,1,64,6,30
clones/scikit-learn/scikit-learn\sklearn\feature_extraction\text.py,TfidfTransformer,6,1,0,21,0,15
clones/scikit-learn/scikit-learn\sklearn\feature_extraction\text.py,TfidfVectorizer,8,3,0,25,6,18
clones/scikit-learn/scikit-learn\sklearn\feature_extraction\_dict_vectorizer.py,DictVectorizer,10,1,0,42,0,39
clones/scikit-learn/scikit-learn\sklearn\feature_extraction\_hash.py,FeatureHasher,4,1,0,14,0,5
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_base.py,SelectorMixin,6,1,0,35,0,5
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_from_model.py,SelectFromModel,9,1,0,41,0,33
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_rfe.py,RFE,12,1,1,43,1,45
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_rfe.py,RFECV,2,2,0,27,1,1
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_sequential.py,SequentialFeatureSelector,5,1,0,26,0,9
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_univariate_selection.py,_BaseFilter,4,1,6,10,1,5
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_univariate_selection.py,SelectPercentile,2,2,0,13,1,1
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_univariate_selection.py,SelectKBest,3,2,0,12,1,3
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_univariate_selection.py,SelectFpr,2,2,0,5,1,1
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_univariate_selection.py,SelectFdr,2,2,0,11,1,1
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_univariate_selection.py,SelectFwe,2,2,0,6,1,1
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_univariate_selection.py,GenericUnivariateSelect,5,2,0,14,3,4
clones/scikit-learn/scikit-learn\sklearn\feature_selection\_variance_threshold.py,VarianceThreshold,4,1,0,18,0,6
clones/scikit-learn/scikit-learn\sklearn\feature_selection\tests\test_base.py,StepSelector,3,1,0,5,0,3
clones/scikit-learn/scikit-learn\sklearn\feature_selection\tests\test_from_model.py,NaNTag,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\feature_selection\tests\test_from_model.py,NoNaNTag,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\feature_selection\tests\test_from_model.py,NaNTagRandomForest,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\feature_selection\tests\test_from_model.py,FixedImportanceEstimator,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\feature_selection\tests\test_rfe.py,MockClassifier,7,1,0,9,0,21
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,Hyperparameter,2,1,0,9,0,1
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,Kernel,20,1,10,59,1,189
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,NormalizedKernelMixin,1,1,3,2,0,0
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,StationaryKernelMixin,1,1,5,1,0,0
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,GenericKernelMixin,1,1,2,1,0,0
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,CompoundKernel,10,2,0,25,2,44
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,KernelOperator,9,2,2,18,2,35
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,Sum,3,3,0,8,1,3
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,Product,3,3,0,8,1,3
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,Exponentiation,12,2,0,23,3,63
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,ConstantKernel,5,2,0,13,0,10
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,WhiteKernel,5,2,0,14,0,10
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,RBF,5,2,1,21,0,10
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,Matern,3,3,0,28,2,3
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,RationalQuadratic,5,2,0,19,0,10
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,ExpSineSquared,5,2,0,17,0,10
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,DotProduct,6,2,0,13,0,15
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\kernels.py,PairwiseKernel,6,2,0,15,0,15
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\_gpc.py,_BinaryGaussianProcessClassifierLaplace,7,1,0,58,2,15
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\_gpc.py,GaussianProcessClassifier,6,1,0,24,4,9
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\_gpr.py,GaussianProcessRegressor,7,1,0,64,0,15
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\tests\test_gpr.py,CustomKernel,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\gaussian_process\tests\_mini_sequence_kernel.py,MiniSeqKernel,7,1,0,13,0,20
clones/scikit-learn/scikit-learn\sklearn\impute\_base.py,_BaseImputer,6,1,1,17,3,15
clones/scikit-learn/scikit-learn\sklearn\impute\_base.py,SimpleImputer,9,2,0,61,6,21
clones/scikit-learn/scikit-learn\sklearn\impute\_base.py,MissingIndicator,9,1,0,35,1,30
clones/scikit-learn/scikit-learn\sklearn\impute\_iterative.py,IterativeImputer,11,1,0,82,0,0
clones/scikit-learn/scikit-learn\sklearn\impute\_knn.py,KNNImputer,5,1,0,36,0,4
clones/scikit-learn/scikit-learn\sklearn\impute\tests\test_base.py,NoFitIndicatorImputer,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\impute\tests\test_base.py,NoTransformIndicatorImputer,2,1,0,6,0,1
clones/scikit-learn/scikit-learn\sklearn\impute\tests\test_base.py,NoPrecomputedMaskFit,2,1,0,5,0,0
clones/scikit-learn/scikit-learn\sklearn\impute\tests\test_base.py,NoPrecomputedMaskTransform,2,1,0,6,0,0
clones/scikit-learn/scikit-learn\sklearn\inspection\tests\test_partial_dependence.py,NoPredictProbaNoDecisionFunction,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\inspection\_plot\decision_boundary.py,DecisionBoundaryDisplay,3,1,0,33,0,3
clones/scikit-learn/scikit-learn\sklearn\inspection\_plot\partial_dependence.py,PartialDependenceDisplay,8,1,0,92,0,13
clones/scikit-learn/scikit-learn\sklearn\linear_model\_base.py,LinearModel,5,1,1,11,0,9
clones/scikit-learn/scikit-learn\sklearn\linear_model\_base.py,LinearClassifierMixin,3,1,0,16,0,3
clones/scikit-learn/scikit-learn\sklearn\linear_model\_base.py,SparseCoefMixin,2,1,0,6,0,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_base.py,LinearRegression,2,2,0,20,1,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_bayes.py,BayesianRidge,5,1,0,32,0,7
clones/scikit-learn/scikit-learn\sklearn\linear_model\_bayes.py,ARDRegression,5,1,0,36,0,10
clones/scikit-learn/scikit-learn\sklearn\linear_model\_coordinate_descent.py,ElasticNet,4,1,1,28,1,5
clones/scikit-learn/scikit-learn\sklearn\linear_model\_coordinate_descent.py,Lasso,1,2,1,3,1,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_coordinate_descent.py,LinearModelCV,7,1,4,60,3,18
clones/scikit-learn/scikit-learn\sklearn\linear_model\_coordinate_descent.py,LassoCV,4,2,0,7,1,6
clones/scikit-learn/scikit-learn\sklearn\linear_model\_coordinate_descent.py,ElasticNetCV,4,2,0,5,0,6
clones/scikit-learn/scikit-learn\sklearn\linear_model\_coordinate_descent.py,MultiTaskElasticNet,3,3,1,16,0,3
clones/scikit-learn/scikit-learn\sklearn\linear_model\_coordinate_descent.py,MultiTaskLasso,1,4,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_coordinate_descent.py,MultiTaskElasticNetCV,5,2,0,8,1,10
clones/scikit-learn/scikit-learn\sklearn\linear_model\_coordinate_descent.py,MultiTaskLassoCV,5,2,0,9,2,9
clones/scikit-learn/scikit-learn\sklearn\linear_model\_huber.py,HuberRegressor,2,1,0,15,0,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_least_angle.py,Lars,4,1,2,23,0,3
clones/scikit-learn/scikit-learn\sklearn\linear_model\_least_angle.py,LassoLars,1,2,1,2,0,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_least_angle.py,LarsCV,4,2,1,40,2,5
clones/scikit-learn/scikit-learn\sklearn\linear_model\_least_angle.py,LassoLarsCV,1,3,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_least_angle.py,LassoLarsIC,4,3,0,24,1,5
clones/scikit-learn/scikit-learn\sklearn\linear_model\_linear_loss.py,LinearModelLoss,10,1,0,37,0,24
clones/scikit-learn/scikit-learn\sklearn\linear_model\_logistic.py,LogisticRegression,4,1,1,35,0,5
clones/scikit-learn/scikit-learn\sklearn\linear_model\_logistic.py,LogisticRegressionCV,6,2,0,58,1,12
clones/scikit-learn/scikit-learn\sklearn\linear_model\_omp.py,OrthogonalMatchingPursuit,2,1,0,12,0,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_omp.py,OrthogonalMatchingPursuitCV,3,1,0,28,1,3
clones/scikit-learn/scikit-learn\sklearn\linear_model\_passive_aggressive.py,PassiveAggressiveClassifier,3,1,0,11,1,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_passive_aggressive.py,PassiveAggressiveRegressor,3,1,0,10,1,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_perceptron.py,Perceptron,1,1,0,3,0,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_quantile.py,QuantileRegressor,2,1,0,21,0,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ransac.py,RANSACRegressor,5,1,0,36,0,7
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,_BaseRidge,2,1,2,10,0,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,Ridge,2,2,0,9,2,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,_RidgeClassifierMixin,4,1,2,18,2,6
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,RidgeClassifier,2,2,0,7,3,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,_X_CenterStackOp,4,1,0,10,1,6
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,_XT_CenterStackOp,3,1,0,9,1,3
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,_IdentityRegressor,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,_IdentityClassifier,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,_RidgeGCV,15,1,0,68,0,77
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,_BaseRidgeCV,2,1,2,17,1,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,RidgeCV,1,2,0,5,1,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_ridge.py,RidgeClassifierCV,3,2,0,9,3,2
clones/scikit-learn/scikit-learn\sklearn\linear_model\_stochastic_gradient.py,_ValidationScoreCallback,2,1,0,6,0,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_stochastic_gradient.py,BaseSGD,9,1,3,25,0,35
clones/scikit-learn/scikit-learn\sklearn\linear_model\_stochastic_gradient.py,BaseSGDClassifier,7,2,1,39,7,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_stochastic_gradient.py,SGDClassifier,5,3,0,21,2,9
clones/scikit-learn/scikit-learn\sklearn\linear_model\_stochastic_gradient.py,BaseSGDRegressor,8,2,1,39,10,7
clones/scikit-learn/scikit-learn\sklearn\linear_model\_stochastic_gradient.py,SGDRegressor,2,3,0,4,1,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_stochastic_gradient.py,SGDOneClassSVM,10,2,0,44,10,24
clones/scikit-learn/scikit-learn\sklearn\linear_model\_theil_sen.py,TheilSenRegressor,3,1,0,26,0,2
clones/scikit-learn/scikit-learn\sklearn\linear_model\tests\test_passive_aggressive.py,MyPassiveAggressive,3,1,0,11,0,3
clones/scikit-learn/scikit-learn\sklearn\linear_model\tests\test_perceptron.py,MyPerceptron,4,1,0,11,0,5
clones/scikit-learn/scikit-learn\sklearn\linear_model\tests\test_sgd.py,_SparseSGDClassifier,4,1,0,10,3,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\tests\test_sgd.py,_SparseSGDRegressor,3,1,0,7,3,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\tests\test_sgd.py,_SparseSGDOneClassSVM,3,1,0,7,3,0
clones/scikit-learn/scikit-learn\sklearn\linear_model\_glm\glm.py,_GeneralizedLinearRegressor,7,1,3,39,1,15
clones/scikit-learn/scikit-learn\sklearn\linear_model\_glm\glm.py,PoissonRegressor,2,2,0,5,1,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_glm\glm.py,GammaRegressor,2,2,0,5,1,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_glm\glm.py,TweedieRegressor,2,2,0,6,1,1
clones/scikit-learn/scikit-learn\sklearn\linear_model\_glm\_newton_solver.py,NewtonSolver,9,1,1,30,3,8
clones/scikit-learn/scikit-learn\sklearn\linear_model\_glm\_newton_solver.py,NewtonCholeskySolver,3,2,0,13,2,3
clones/scikit-learn/scikit-learn\sklearn\linear_model\_glm\tests\test_glm.py,BinomialRegressor,1,1,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\manifold\_isomap.py,Isomap,7,1,0,35,0,15
clones/scikit-learn/scikit-learn\sklearn\manifold\_locally_linear.py,LocallyLinearEmbedding,5,1,0,18,0,4
clones/scikit-learn/scikit-learn\sklearn\manifold\_mds.py,MDS,4,1,0,10,0,5
clones/scikit-learn/scikit-learn\sklearn\manifold\_spectral_embedding.py,SpectralEmbedding,5,1,0,19,0,9
clones/scikit-learn/scikit-learn\sklearn\manifold\_t_sne.py,TSNE,8,1,0,46,0,18
clones/scikit-learn/scikit-learn\sklearn\metrics\_scorer.py,_MultimetricScorer,4,1,0,22,1,6
clones/scikit-learn/scikit-learn\sklearn\metrics\_scorer.py,_BaseScorer,6,1,1,22,1,15
clones/scikit-learn/scikit-learn\sklearn\metrics\_scorer.py,_Scorer,1,2,0,7,2,0
clones/scikit-learn/scikit-learn\sklearn\metrics\_scorer.py,_PassthroughScorer,3,1,0,5,0,3
clones/scikit-learn/scikit-learn\sklearn\metrics\tests\test_score_objects.py,EstimatorWithFit,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\metrics\tests\test_score_objects.py,EstimatorWithFitAndScore,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\metrics\tests\test_score_objects.py,EstimatorWithFitAndPredict,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\metrics\tests\test_score_objects.py,DummyScorer,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,BaseDistancesReductionDispatcher,3,1,4,15,1,3
clones/scikit-learn/scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,ArgKmin,1,2,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,RadiusNeighbors,1,2,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,ArgKminClassMode,2,2,0,8,2,0
clones/scikit-learn/scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,RadiusNeighborsClassMode,2,2,0,8,2,0
clones/scikit-learn/scikit-learn\sklearn\metrics\_plot\confusion_matrix.py,ConfusionMatrixDisplay,4,1,0,31,0,5
clones/scikit-learn/scikit-learn\sklearn\metrics\_plot\det_curve.py,DetCurveDisplay,4,1,0,23,0,5
clones/scikit-learn/scikit-learn\sklearn\metrics\_plot\precision_recall_curve.py,PrecisionRecallDisplay,4,1,0,19,0,5
clones/scikit-learn/scikit-learn\sklearn\metrics\_plot\regression.py,PredictionErrorDisplay,4,1,0,27,0,5
clones/scikit-learn/scikit-learn\sklearn\metrics\_plot\roc_curve.py,RocCurveDisplay,4,1,0,15,0,5
clones/scikit-learn/scikit-learn\sklearn\mixture\_base.py,BaseMixture,22,1,0,73,0,41
clones/scikit-learn/scikit-learn\sklearn\mixture\_bayesian_mixture.py,BayesianGaussianMixture,20,1,0,60,0,162
clones/scikit-learn/scikit-learn\sklearn\mixture\_gaussian_mixture.py,GaussianMixture,13,1,0,33,0,72
clones/scikit-learn/scikit-learn\sklearn\mixture\tests\test_gaussian_mixture.py,RandomData,1,1,0,15,0,0
clones/scikit-learn/scikit-learn\sklearn\model_selection\_plot.py,_BaseCurveDisplay,1,1,2,17,1,0
clones/scikit-learn/scikit-learn\sklearn\model_selection\_plot.py,LearningCurveDisplay,3,2,0,11,2,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\_plot.py,ValidationCurveDisplay,3,2,0,11,2,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\_search.py,ParameterGrid,4,1,0,20,0,6
clones/scikit-learn/scikit-learn\sklearn\model_selection\_search.py,ParameterSampler,4,1,0,25,0,6
clones/scikit-learn/scikit-learn\sklearn\model_selection\_search.py,BaseSearchCV,21,1,2,112,1,105
clones/scikit-learn/scikit-learn\sklearn\model_selection\_search.py,GridSearchCV,2,2,0,6,1,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\_search.py,RandomizedSearchCV,2,2,0,6,1,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\_search_successive_halving.py,_SubsampleMetaSplitter,2,1,0,6,0,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\_search_successive_halving.py,BaseSuccessiveHalving,7,1,2,47,2,11
clones/scikit-learn/scikit-learn\sklearn\model_selection\_search_successive_halving.py,HalvingGridSearchCV,2,2,0,5,1,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\_search_successive_halving.py,HalvingRandomSearchCV,2,2,0,5,1,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,GroupsConsumerMixin,0,1,5,0,0,0
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,BaseCrossValidator,5,1,7,13,2,9
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,LeaveOneOut,2,2,0,6,0,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,LeavePOut,3,2,0,11,0,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,_BaseKFold,3,2,5,13,1,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,KFold,2,3,0,9,1,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,GroupKFold,3,3,0,17,2,2
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,StratifiedKFold,4,3,0,27,2,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,StratifiedGroupKFold,3,3,0,30,1,2
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,TimeSeriesSplit,2,3,0,9,1,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,LeaveOneGroupOut,3,2,0,9,1,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,LeavePGroupsOut,4,2,0,17,1,6
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,_RepeatedSplits,4,1,2,13,2,5
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,RepeatedKFold,1,2,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,RepeatedStratifiedKFold,1,2,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,BaseShuffleSplit,5,1,2,8,1,10
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,ShuffleSplit,2,2,1,9,1,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,GroupShuffleSplit,3,3,0,12,3,0
